session_id,outcome,failure_stage,failure_subtype,completion_rate
db2c2fda-f37c-4123-b099-7f625ef7760e,success,,,1.0
b2d58564-7f64-43fa-844b-3238fcb91f77,failure,final_output,truncated_output,0.75
cf3a28e2-7673-4174-b907-ebc14bce36d3,success,,,1.0
682cd45b-47e5-4c32-8e6a-04a924ea4c1e,failure,tool_execution,pagination_failure,0.25
f632123f-bccc-46ad-a4d2-9eb577ac06b3,success,,,1.0
c2e413b8-e49f-456f-916f-007bc8325688,success,,,1.0
0f5d2ec4-3b96-4cec-acaf-bf821ab8c6e5,failure,tool_execution,rate_limit_exhausted,0.25
d084895c-70bd-4d52-9982-e09d1e3ea0ee,failure,intermediate_processing,sub_agent_schema_fail,0.5
fe6e6ca7-08b8-4dec-bf18-ce6b885c41b6,failure,intermediate_processing,sub_agent_schema_fail,0.5
f39078f7-4b4c-46dc-a9ff-905a17ce027d,failure,tool_execution,tool_schema_error,0.25
410b642f-5e2e-4c3a-ae1e-cdc3803cd1dc,failure,input_validation,url_sanity_fail,0.0
2cd54e26-7d79-4361-a0d9-0f5b28d6f89c,failure,intermediate_processing,sub_agent_timeout,0.5
5cb848a3-c670-41dd-84fd-b6c043e47951,success,,,1.0
bbbfa420-8af2-4c53-af00-3e838b86db41,failure,intermediate_processing,encoding_error,0.5
e3681a79-5c5c-4299-b341-a5406d29a068,success,,,1.0
f90a84b6-bd85-480e-9909-5067cd7b1cea,failure,input_validation,prompt_ambiguity,0.0
ff096df6-2925-4deb-833a-6273863c2f20,failure,tool_execution,rate_limit_exhausted,0.25
b6e0e5e4-9948-45ee-b125-6b1d856572f8,success,,,1.0
c68a1a62-e31d-4d74-8447-db08e6a6038d,success,,,1.0
fed0c860-bb0e-4f7e-ba35-d3b1577b95ee,success,,,1.0
002ee1ab-bb7f-4695-ab2e-ea4073b3b82c,failure,tool_execution,ip_ban,0.25
4268f457-ffaa-4cc8-a996-768527002ed9,failure,final_output,empty_output,0.75
1f8d9464-1edd-4ebd-8e44-8111770b3e87,failure,tool_execution,false_tool_call,0.25
818f21d1-67cf-415f-8537-b41eeec51ffd,success,,,1.0
835fc6d9-7aa4-40f6-a785-bd5ee2fa0fc3,failure,tool_execution,tool_schema_error,0.25
4865bdf1-0288-438f-a679-c8ba4cfe2b3b,failure,input_validation,auth_missing,0.0
dd3de578-fe13-45f4-8fae-7279ceeecf88,failure,intermediate_processing,sub_agent_schema_fail,0.5
cf7f9948-fcba-4560-86b5-a04a8fdc549e,failure,input_validation,prompt_ambiguity,0.0
27b3ee24-0e72-4311-a10d-ae0eb948868a,failure,tool_execution,tool_schema_error,0.25
d4560d63-dbae-438a-82e7-9d9158c514bd,success,,,1.0
c74992f9-dfcd-4fed-a4a0-2eff377e5006,failure,intermediate_processing,sub_agent_timeout,0.5
9ec383b8-b138-4787-accb-eefbae22c26e,failure,final_output,empty_output,0.75
5b59fb1c-98ea-45a8-a985-ea2a446bb59d,success,,,1.0
70eb49e7-0a24-4f8f-995e-820334af1cc8,failure,tool_execution,tool_schema_error,0.25
abc7d259-1f43-41d3-9f87-e1d2e1cfb4ea,failure,tool_execution,rate_limit_exhausted,0.25
5b82e44b-3328-443d-833f-de0285372461,failure,tool_execution,rate_limit_exhausted,0.25
4bb15ec0-3e1c-4904-a1a7-64fe57aebb6b,failure,intermediate_processing,encoding_error,0.5
ddbfbb2d-e58e-4fa6-9ded-d8c324dd8be8,failure,input_validation,prompt_ambiguity,0.0
30a0877c-055e-4e70-a34c-3657f7da1c07,success,,,1.0
6e1d1b48-6d0b-47c3-9072-4737dc8c69c2,success,,,1.0
b790f542-8702-4a76-b7aa-6f74f2bfc44d,failure,intermediate_processing,partial_content,0.5
8e46d4f8-2186-4ccd-9188-8c71ae7a113e,failure,final_output,truncated_output,0.75
de2cf8d9-df3f-41ae-b646-63089034bf9a,failure,tool_execution,tool_schema_error,0.25
5321c17a-8fb7-4355-a8d3-403308877c32,failure,intermediate_processing,sub_agent_schema_fail,0.5
10f0ffc7-5272-4392-bf5f-fd24bba70719,success,,,1.0
249164ea-8132-48a9-a93a-4bc1969926b3,success,,,1.0
9fc1bcc5-5073-4af0-b8da-5fc594e26f8c,failure,final_output,truncated_output,0.75
5545c7c5-0036-4497-9681-4d602a3912cb,success,,,1.0
6de518ac-f9f7-4856-92f7-f48a5c53bacf,failure,final_output,schema_nonconformance,0.75
08ce29e5-ccc8-4f57-b236-743d881cee67,success,,,1.0
e31a6c08-ce01-4e7c-9a07-c08326574299,failure,intermediate_processing,sub_agent_timeout,0.5
5939e2ef-50f1-414b-abfc-a93544f75758,failure,final_output,truncated_output,0.75
e12b7fec-fc46-4117-a7a9-9ec1bcab718b,success,,,1.0
72ac179b-56c4-4c9e-8aa6-6f6ede5645fb,failure,final_output,empty_output,0.75
7b7e6259-2dad-41b1-a0b7-66876b363a9e,success,,,1.0
e13a576e-10a3-481f-abee-6f6a8a228ecd,failure,tool_execution,ip_ban,0.25
03c1ec5a-ace7-425e-a890-584564581988,failure,tool_execution,ip_ban,0.25
d9f938da-28d5-4ae8-893e-a88221ab2029,success,,,1.0
e10f3d2e-2ecc-43ba-9bc7-f3a28f33d344,success,,,1.0
5816cc73-4340-4152-9eb1-2497d2e1de04,success,,,1.0
7c0735ce-35b0-4097-84dc-779ed7a659fa,success,,,1.0
fc66de4f-7f7e-4d9a-aedf-39a4cd60d5ec,failure,intermediate_processing,sub_agent_timeout,0.5
cc54c324-13b4-4518-aff6-672f0ea6f563,failure,intermediate_processing,sub_agent_schema_fail,0.5
36396cae-240c-4904-bf43-95d7b27835af,success,,,1.0
69ff90ce-2843-407a-a41a-635f8455f9d1,failure,tool_execution,false_tool_call,0.25
3049b415-a8fb-4de1-9c63-d6f4d347b7d4,failure,input_validation,auth_missing,0.0
28b13171-9ead-4963-ab6c-8a4b7ca59f1e,failure,tool_execution,ip_ban,0.25
f3b39842-993e-4035-b6de-f82803f86e99,failure,intermediate_processing,partial_content,0.5
5c9255bd-d378-4ccb-9e90-02ca6277bdf8,success,,,1.0
9dc931b0-97d0-4ab4-bf02-ae6c71be8255,failure,tool_execution,rate_limit_exhausted,0.25
95e0e099-faea-476c-9ec3-3e61071f3a1d,failure,intermediate_processing,partial_content,0.5
f1000a4c-8e54-4411-a91b-366ad36bee6d,success,,,1.0
569a3c16-2c1b-464a-bba7-ffca83243dc2,failure,tool_execution,tool_schema_error,0.25
9fabf166-9ddc-444f-820f-a9a9ededaa6c,success,,,1.0
99c090a8-a13c-4503-8a18-1f1e28235bf1,success,,,1.0
72c2b649-fc43-4bf4-94f8-cbc2b5835ac1,failure,input_validation,prompt_ambiguity,0.0
f1401ca1-a14c-4c08-ab94-0f9974a57484,failure,tool_execution,rate_limit_exhausted,0.25
6fdfa141-8671-4736-940b-a7b62a9ee8c5,failure,tool_execution,tool_schema_error,0.25
a670e2e3-df5b-48fc-804c-d49f0075abb3,success,,,1.0
5045d728-ab73-47db-bc79-c1aae742aa58,success,,,1.0
89215dce-6bf4-4d58-a884-e9de2dfadae4,failure,tool_execution,rate_limit_exhausted,0.25
f3faa7f5-6729-4a98-a75f-d8191c3c0396,success,,,1.0
55535fe5-bf6b-448a-8064-ed025e988eb8,failure,tool_execution,ip_ban,0.25
22ee0b47-5ea2-43cf-a2cd-0eae429c5e5f,success,,,1.0
ce4c145b-289c-4704-ae4d-d9517bc2f6c2,success,,,1.0
281b0dda-fbaa-4abe-924e-1adc24a2212d,failure,tool_execution,false_tool_call,0.25
735fa3da-6eb1-427d-bdde-78d4174c26ff,failure,tool_execution,tool_schema_error,0.25
b2c3f93b-d127-451c-b006-abfef0efab1b,failure,tool_execution,false_tool_call,0.25
3965cc94-33b0-4836-af04-5035a25192e8,failure,final_output,schema_nonconformance,0.75
9c329d5c-1da9-4180-b742-37a33f9be3f7,failure,intermediate_processing,sub_agent_timeout,0.5
c9a83ec2-8080-4f62-b565-6a3fb126b1cb,failure,intermediate_processing,sub_agent_schema_fail,0.5
683a3b21-79f4-4096-8d9f-0cd48828c889,failure,input_validation,prompt_ambiguity,0.0
b18d78c0-998d-48b1-96f6-65210a6eefa3,failure,tool_execution,ip_ban,0.25
a47e2617-3b05-4396-981d-f6059d8709c8,failure,intermediate_processing,sub_agent_timeout,0.5
e640c0ca-58e3-4700-87a6-43fdd9b2c1f3,failure,tool_execution,pagination_failure,0.25
f59890e0-80d2-4849-a214-f96b820a7f4d,failure,tool_execution,false_tool_call,0.25
6c3c7a13-7aa8-4cc0-a264-439a8f69a16f,failure,tool_execution,false_tool_call,0.25
90c12173-38cb-45c3-814d-d3a4d135dd11,failure,tool_execution,tool_schema_error,0.25
17d88069-156b-43f1-bd84-8cc1b973e0c5,failure,final_output,empty_output,0.75
dcb31dd7-6726-4e4b-bd1d-1a0a4391e699,failure,tool_execution,false_tool_call,0.25
18953f72-b9fa-49c7-b5af-bfdc617175b8,success,,,1.0
446fff40-8f59-415c-aee5-ade0e5cf6ba0,failure,tool_execution,tool_schema_error,0.25
0ec35c00-a312-4522-84a6-ea119809e78d,failure,tool_execution,pagination_failure,0.25
bd2709fa-2fb3-4350-b79d-dc94ff66c9bb,failure,intermediate_processing,sub_agent_schema_fail,0.5
b00f5d87-0932-4586-859b-45cc287cc6d7,failure,tool_execution,tool_schema_error,0.25
29802528-c4e1-4221-bd76-6b7ca7a25831,success,,,1.0
936bab7e-94ac-4f26-93e1-ee813058db6d,failure,tool_execution,ip_ban,0.25
dad79a3b-bd43-4747-a705-36dfb4c0767d,failure,final_output,hallucinated_fields,0.75
78cf3e86-2239-4780-924f-2e867094bb26,success,,,1.0
53e9dd14-35cb-4681-8ab2-01936bc8b34c,failure,input_validation,url_sanity_fail,0.0
93bdfd81-9f3b-408f-a6fa-3126208c6cf4,failure,intermediate_processing,partial_content,0.5
bcd2c949-817f-4aa1-a4eb-bfcc389f96b6,failure,tool_execution,rate_limit_exhausted,0.25
b6e59aca-068c-454c-9d91-797382670bce,failure,final_output,truncated_output,0.75
76be317b-2926-4e5f-a89e-bb713ad7f847,failure,tool_execution,rate_limit_exhausted,0.25
6009cd45-235e-4856-ad3d-c4a441d4783e,failure,tool_execution,pagination_failure,0.25
8e5f7fec-f716-453b-84d2-65b30834be96,failure,final_output,schema_nonconformance,0.75
653b28e3-610f-4d3b-9422-0a2f24b90a2a,failure,final_output,hallucinated_fields,0.75
a2319089-4628-4348-9cda-1fb179fc3a3c,failure,intermediate_processing,sub_agent_schema_fail,0.5
8e109342-15f3-4d00-9dcb-4a646ff8bf9d,success,,,1.0
2ba87852-3e30-4955-aaf6-37a272ea2c79,success,,,1.0
f57020da-3bff-483b-963d-da9d35f22663,success,,,1.0
7bcdd3da-4719-4cae-b864-18f28dfe2160,success,,,1.0
5a248ec5-a5fe-4fb2-b7e7-a812825f5f1b,success,,,1.0
c89b3325-2932-42ca-b4e7-01eb7978e1c8,failure,tool_execution,ip_ban,0.25
09b26d4f-80e5-42e4-a262-d5c6be5c1134,success,,,1.0
7222fa0f-0eeb-44a9-9c74-b96927778a7f,failure,intermediate_processing,sub_agent_timeout,0.5
1f59b7f1-d2e9-4407-b261-959b2cf66712,failure,input_validation,prompt_ambiguity,0.0
c58fb676-98d1-435b-801b-d9ff139e5952,failure,intermediate_processing,encoding_error,0.5
